Participant ID,Timestamp-Pre,How old are you?,Gender?,What describes you the best?,How comfortable are you in expressing emotions?,"Have you ever played with the ""drummer bot"" dB before?","How much prior experience do you have with interactive musical interfaces (e.g. sensor systems, digital control devices)?","How often do you use AI tools for creativity (e.g., writing, coding, music, fine arts, food recipes, etc.)?",Please indicate if you have any of the following health problems.,Timestamp-During,Session ID (the last session that the participant has completed),I felt bored,I felt annoyed,I felt excited,I felt at ease,I felt satisfied,I felt curious,I felt stressed,I felt tired,Timestamp-Post,How coherent do you think the dB’s responses were to your input?,Who had the overall control of the interaction?,I found it engaging,dB can be frustrating,I got confused often,It was a creative experience,dB can be surprising,I would like to play more,"Please add if you have any comments, suggestions, or requests."
burger1,2024/11/08 1:24:27 PM GMT+1,22,Male,Avid music listener,3,No,2,3,,2024/11/08 1:32:10 PM GMT+1,ALICE,2,3,0,0,1,4,2,0,2024/11/08 1:56:53 PM GMT+1,3,1,3,4,4,1,4,0,
dogdt3,2024/11/08 1:14:54 PM GMT+1,22,Female,Averagely interested in music,3,No,1,2,,2024/11/08 1:34:28 PM GMT+1,CYSP,0,0,2,3,3,4,1,0,2024/11/08 1:55:57 PM GMT+1,3,3,4,2,0,3,3,4,
exfac,2024/11/08 1:14:37 PM GMT+1,25,Female,Student/semi-professional musician,4,No,2,0,,2024/11/08 1:37:17 PM GMT+1,ILLIAC,2,3,2,4,1,3,0,0,2024/11/08 1:44:40 PM GMT+1,1,1,2,3,0,0,4,0,he is very weird. i feel sorry for him. he is not able to start on a syncopation!
burger1,2024/11/08 1:24:27 PM GMT+1,22,Male,Avid music listener,3,No,2,3,,2024/11/08 1:40:34 PM GMT+1,VOYAGER,4,4,0,0,0,1,0,0,2024/11/08 1:56:53 PM GMT+1,3,1,3,4,4,1,4,0,
dogdt3,2024/11/08 1:14:54 PM GMT+1,22,Female,Averagely interested in music,3,No,1,2,,2024/11/08 1:43:14 PM GMT+1,VOYAGER,2,0,2,4,3,4,0,2,2024/11/08 1:55:57 PM GMT+1,3,3,4,2,0,3,3,4,
exfac,2024/11/08 1:14:37 PM GMT+1,25,Female,Student/semi-professional musician,4,No,2,0,,2024/11/08 1:45:10 PM GMT+1,ALICE,0,1,3,4,1,2,0,0,2024/11/08 1:44:40 PM GMT+1,1,1,2,3,0,0,4,0,he is very weird. i feel sorry for him. he is not able to start on a syncopation!
burger1,2024/11/08 1:24:27 PM GMT+1,22,Male,Avid music listener,3,No,2,3,,2024/11/08 1:48:04 PM GMT+1,ILLIAC,0,1,4,0,3,4,0,0,2024/11/08 1:56:53 PM GMT+1,3,1,3,4,4,1,4,0,
dogdt3,2024/11/08 1:14:54 PM GMT+1,22,Female,Averagely interested in music,3,No,1,2,,2024/11/08 1:54:15 PM GMT+1,ALICE,0,0,3,3,4,4,0,0,2024/11/08 1:55:57 PM GMT+1,3,3,4,2,0,3,3,4,
burger1,2024/11/08 1:24:27 PM GMT+1,22,Male,Avid music listener,3,No,2,3,,2024/11/08 1:55:48 PM GMT+1,CYSP,2,4,1,0,0,4,0,0,2024/11/08 1:56:53 PM GMT+1,3,1,3,4,4,1,4,0,
gr13-knh1,2024/11/08 2:08:47 PM GMT+1,30,Female,Averagely interested in music,3,No,1,1,,2024/11/08 2:20:08 PM GMT+1,VOYAGER,2,0,2,1,2,3,1,0,2024/11/08 2:48:28 PM GMT+1,2,3,3,3,3,3,2,1,"A bit too heavy on the cymbals, maybe. And in general, after a while of testing around, it seemed very strongly like the melodies followed the same ""recipe"" instrument-wise"
gr13-knh1,2024/11/08 2:08:47 PM GMT+1,30,Female,Averagely interested in music,3,No,1,1,,2024/11/08 2:27:59 PM GMT+1,ILLIAC,0,0,2,3,3,3,0,0,2024/11/08 2:48:28 PM GMT+1,2,3,3,3,3,3,2,1,"A bit too heavy on the cymbals, maybe. And in general, after a while of testing around, it seemed very strongly like the melodies followed the same ""recipe"" instrument-wise"
gr13-knh1,2024/11/08 2:08:47 PM GMT+1,30,Female,Averagely interested in music,3,No,1,1,,2024/11/08 2:35:55 PM GMT+1,CYSP,1,0,1,2,1,1,0,2,2024/11/08 2:48:28 PM GMT+1,2,3,3,3,3,3,2,1,"A bit too heavy on the cymbals, maybe. And in general, after a while of testing around, it seemed very strongly like the melodies followed the same ""recipe"" instrument-wise"
gr9-08-11-1423,2024/11/08 2:25:19 PM GMT+1,28,Male,Avid music listener,2,No,1,4,ADHD,2024/11/08 2:40:40 PM GMT+1,ALICE,1,2,3,1,1,3,0,0,2024/11/08 3:03:33 PM GMT+1,1,1,2,3,2,3,3,1,
gr9-08-11-1423,2024/11/08 2:25:19 PM GMT+1,28,Male,Avid music listener,2,No,1,4,ADHD,2024/11/08 2:47:54 PM GMT+1,CYSP,2,1,1,1,1,2,0,0,2024/11/08 3:03:33 PM GMT+1,1,1,2,3,2,3,3,1,
gr13-knh1,2024/11/08 2:08:47 PM GMT+1,30,Female,Averagely interested in music,3,No,1,1,,2024/11/08 2:50:09 PM GMT+1,ALICE,2,3,1,3,1,1,0,2,2024/11/08 2:48:28 PM GMT+1,2,3,3,3,3,3,2,1,"A bit too heavy on the cymbals, maybe. And in general, after a while of testing around, it seemed very strongly like the melodies followed the same ""recipe"" instrument-wise"
gr9-08-11-1423,2024/11/08 2:25:19 PM GMT+1,28,Male,Avid music listener,2,No,1,4,ADHD,2024/11/08 2:55:01 PM GMT+1,ILLIAC,1,1,3,1,2,3,0,0,2024/11/08 3:03:33 PM GMT+1,1,1,2,3,2,3,3,1,
gr9-08-11-1423,2024/11/08 2:25:19 PM GMT+1,28,Male,Avid music listener,2,No,1,4,ADHD,2024/11/08 3:04:20 PM GMT+1,VOYAGER,3,2,1,1,1,2,0,0,2024/11/08 3:03:33 PM GMT+1,1,1,2,3,2,3,3,1,
group19_6,2024/11/08 3:08:17 PM GMT+1,19,Male,Student/semi-professional musician,3,No,3,1,,2024/11/08 3:17:22 PM GMT+1,ALICE,3,0,2,2,2,3,0,1,2024/11/08 3:31:46 PM GMT+1,2,2,2,2,1,4,2,2,
group19_6,2024/11/08 3:08:17 PM GMT+1,19,Male,Student/semi-professional musician,3,No,3,1,,2024/11/08 3:22:20 PM GMT+1,CYSP,0,0,3,2,2,3,0,1,2024/11/08 3:31:46 PM GMT+1,2,2,2,2,1,4,2,2,
group19_6,2024/11/08 3:08:17 PM GMT+1,19,Male,Student/semi-professional musician,3,No,3,1,,2024/11/08 3:26:46 PM GMT+1,VOYAGER,4,2,0,2,1,1,1,1,2024/11/08 3:31:46 PM GMT+1,2,2,2,2,1,4,2,2,
group19_6,2024/11/08 3:08:17 PM GMT+1,19,Male,Student/semi-professional musician,3,No,3,1,,2024/11/08 3:32:35 PM GMT+1,ILLIAC,1,2,3,1,2,2,3,2,2024/11/08 3:31:46 PM GMT+1,2,2,2,2,1,4,2,2,
16_s_1,2024/11/08 4:31:51 PM GMT+1,23,Male,Averagely interested in music,3,No,2,2,,2024/11/08 4:45:44 PM GMT+1,VOYAGER,3,1,1,2,2,2,0,0,2024/11/08 5:04:24 PM GMT+1,2,1,2,3,4,2,3,1,
16_s_1,2024/11/08 4:31:51 PM GMT+1,23,Male,Averagely interested in music,3,No,2,2,,2024/11/08 4:51:04 PM GMT+1,ALICE,1,2,2,2,3,3,1,1,2024/11/08 5:04:24 PM GMT+1,2,1,2,3,4,2,3,1,
16_s_1,2024/11/08 4:31:51 PM GMT+1,23,Male,Averagely interested in music,3,No,2,2,,2024/11/08 4:56:44 PM GMT+1,CYSP,2,3,2,1,1,2,2,0,2024/11/08 5:04:24 PM GMT+1,2,1,2,3,4,2,3,1,
16_s_1,2024/11/08 4:31:51 PM GMT+1,23,Male,Averagely interested in music,3,No,2,2,,2024/11/08 5:05:33 PM GMT+1,ILLIAC,3,4,1,1,1,1,3,3,2024/11/08 5:04:24 PM GMT+1,2,1,2,3,4,2,3,1,
grp3_a,2024/11/08 5:36:08 PM GMT+1,23,Male,Not particularly interested in music,2,No,0,1,,2024/11/08 5:42:53 PM GMT+1,voyager,1,2,1,3,1,3,0,1,2024/11/08 6:06:49 PM GMT+1,1,1,1,3,0,1,3,1,
grp3_a,2024/11/08 5:36:08 PM GMT+1,23,Male,Not particularly interested in music,2,No,0,1,,2024/11/08 5:50:01 PM GMT+1,alice,2,1,2,3,3,2,1,2,2024/11/08 6:06:49 PM GMT+1,1,1,1,3,0,1,3,1,
grp3_a,2024/11/08 5:36:08 PM GMT+1,23,Male,Not particularly interested in music,2,No,0,1,,2024/11/08 5:57:22 PM GMT+1,cysp,2,1,2,1,2,2,1,2,2024/11/08 6:06:49 PM GMT+1,1,1,1,3,0,1,3,1,
grp3_a,2024/11/08 5:36:08 PM GMT+1,23,Male,Not particularly interested in music,2,No,0,1,,2024/11/08 6:04:44 PM GMT+1,illiac,1,3,2,1,1,2,2,1,2024/11/08 6:06:49 PM GMT+1,1,1,1,3,0,1,3,1,
gr9-08-11-1738,2024/11/08 5:47:23 PM GMT+1,65,Female,Averagely interested in music,3,No,0,1,,2024/11/08 6:08:48 PM GMT+1,CYSP,2,1,2,0,0,4,0,0,2024/11/08 6:45:24 PM GMT+1,0,0,1,4,4,2,4,0,
gr9-08-11-1738,2024/11/08 5:47:23 PM GMT+1,65,Female,Averagely interested in music,3,No,0,1,,2024/11/08 6:21:29 PM GMT+1,ALICE,0,4,1,0,0,3,0,0,2024/11/08 6:45:24 PM GMT+1,0,0,1,4,4,2,4,0,
gr9-08-11-1738,2024/11/08 5:47:23 PM GMT+1,65,Female,Averagely interested in music,3,No,0,1,,2024/11/08 6:33:00 PM GMT+1,ILLIAC,0,4,3,0,0,2,0,0,2024/11/08 6:45:24 PM GMT+1,0,0,1,4,4,2,4,0,
gr9-08-11-1738,2024/11/08 5:47:23 PM GMT+1,65,Female,Averagely interested in music,3,No,0,1,,2024/11/08 6:47:15 PM GMT+1,VOYAGER,1,4,1,0,0,3,2,0,2024/11/08 6:45:24 PM GMT+1,0,0,1,4,4,2,4,0,
dogdt4,2024/11/09 11:19:55 AM GMT+1,22,Male,Professional musician,2,No,2,3,,2024/11/09 11:44:04 AM GMT+1,VOYAGER,3,2,0,1,1,2,0,0,2024/11/09 12:10:46 PM GMT+1,2,1,3,4,4,4,4,3,"Overall, I did enjoy the drummer bot. The most exiting session was ILLIAC, the most annoying.. CYSP and VOYAGER. Greetings :)"
dogdt4,2024/11/09 11:19:55 AM GMT+1,22,Male,Professional musician,2,No,2,3,,2024/11/09 11:55:26 AM GMT+1,ILLIAC,0,0,3,2,3,3,0,0,2024/11/09 12:10:46 PM GMT+1,2,1,3,4,4,4,4,3,"Overall, I did enjoy the drummer bot. The most exiting session was ILLIAC, the most annoying.. CYSP and VOYAGER. Greetings :)"
dogdt4,2024/11/09 11:19:55 AM GMT+1,22,Male,Professional musician,2,No,2,3,,2024/11/09 12:00:06 PM GMT+1,ALICE,1,1,0,1,0,1,0,2,2024/11/09 12:10:46 PM GMT+1,2,1,3,4,4,4,4,3,"Overall, I did enjoy the drummer bot. The most exiting session was ILLIAC, the most annoying.. CYSP and VOYAGER. Greetings :)"
dogdt4,2024/11/09 11:19:55 AM GMT+1,22,Male,Professional musician,2,No,2,3,,2024/11/09 12:06:57 PM GMT+1,CYSP,2,2,1,1,1,1,0,1,2024/11/09 12:10:46 PM GMT+1,2,1,3,4,4,4,4,3,"Overall, I did enjoy the drummer bot. The most exiting session was ILLIAC, the most annoying.. CYSP and VOYAGER. Greetings :)"
burger2,2024/11/09 3:05:21 PM GMT+1,22,Male,Avid music listener,3,No,4,4,,2024/11/09 3:11:51 PM GMT+1,CYSP,1,1,3,2,2,3,1,1,2024/11/09 3:33:42 PM GMT+1,1,1,2,3,2,2,3,0,Be able to record instruments individually
burger2,2024/11/09 3:05:21 PM GMT+1,22,Male,Avid music listener,3,No,4,4,,2024/11/09 3:17:24 PM GMT+1,ILLIAC,1,1,3,3,2,3,1,1,2024/11/09 3:33:42 PM GMT+1,1,1,2,3,2,2,3,0,Be able to record instruments individually
burger2,2024/11/09 3:05:21 PM GMT+1,22,Male,Avid music listener,3,No,4,4,,2024/11/09 3:25:16 PM GMT+1,ALICE,3,2,1,2,1,1,1,1,2024/11/09 3:33:42 PM GMT+1,1,1,2,3,2,2,3,0,Be able to record instruments individually
burger2,2024/11/09 3:05:21 PM GMT+1,22,Male,Avid music listener,3,No,4,4,,2024/11/09 3:32:22 PM GMT+1,VOYAGER,4,3,1,2,0,1,1,3,2024/11/09 3:33:42 PM GMT+1,1,1,2,3,2,2,3,0,Be able to record instruments individually
dogdt5,2024/11/09 4:02:46 PM GMT+1,24,Male,Avid music listener,1,No,0,3,,2024/11/09 4:21:51 PM GMT+1,ILLIAC,2,2,1,2,2,3,1,1,2024/11/09 4:46:47 PM GMT+1,1,1,2,2,1,3,0,1,
dogdt5,2024/11/09 4:02:46 PM GMT+1,24,Male,Avid music listener,1,No,0,3,,2024/11/09 4:30:43 PM GMT+1,VOYAGER,3,2,1,2,1,1,1,3,2024/11/09 4:46:47 PM GMT+1,1,1,2,2,1,3,0,1,
dogdt5,2024/11/09 4:02:46 PM GMT+1,24,Male,Avid music listener,1,No,0,3,,2024/11/09 4:37:32 PM GMT+1,ALICE,2,2,2,2,2,2,1,1,2024/11/09 4:46:47 PM GMT+1,1,1,2,2,1,3,0,1,
dogdt5,2024/11/09 4:02:46 PM GMT+1,24,Male,Avid music listener,1,No,0,3,,2024/11/09 4:44:53 PM GMT+1,CYSP,1,1,3,3,2,2,1,2,2024/11/09 4:46:47 PM GMT+1,1,1,2,2,1,3,0,1,
gr21-1011,2024/11/09 5:23:59 PM GMT+1,72,Male,Not particularly interested in music,2,No,0,0,,2024/11/09 5:40:57 PM GMT+1,ILLIAC,3,3,1,2,0,3,2,0,2024/11/09 6:05:58 PM GMT+1,0,0,3,4,4,0,4,0,I wish the response was more coherent to my input. It felt completely random
gr21-1011,2024/11/09 5:23:59 PM GMT+1,72,Male,Not particularly interested in music,2,No,0,0,,2024/11/09 5:49:57 PM GMT+1,ALICE,1,3,2,2,1,2,2,0,2024/11/09 6:05:58 PM GMT+1,0,0,3,4,4,0,4,0,I wish the response was more coherent to my input. It felt completely random
gr21-1011,2024/11/09 5:23:59 PM GMT+1,72,Male,Not particularly interested in music,2,No,0,0,,2024/11/09 5:57:31 PM GMT+1,CYSP,2,4,0,0,0,2,4,2,2024/11/09 6:05:58 PM GMT+1,0,0,3,4,4,0,4,0,I wish the response was more coherent to my input. It felt completely random
gr21-1011,2024/11/09 5:23:59 PM GMT+1,72,Male,Not particularly interested in music,2,No,0,0,,2024/11/09 6:02:55 PM GMT+1,VOYAGER,2,3,0,0,0,2,2,2,2024/11/09 6:05:58 PM GMT+1,0,0,3,4,4,0,4,0,I wish the response was more coherent to my input. It felt completely random
dogdt6,2024/11/10 11:17:24 AM GMT+1,24,Male,Avid music listener,4,No,2,4,,2024/11/10 11:33:49 AM GMT+1,VOYAGER,1,3,1,1,0,2,0,0,2024/11/10 12:06:30 PM GMT+1,2,1,1,3,3,1,2,0,
dogdt6,2024/11/10 11:17:24 AM GMT+1,24,Male,Avid music listener,4,No,2,4,,2024/11/10 11:44:51 AM GMT+1,ILLIAC,2,3,2,1,1,2,2,1,2024/11/10 12:06:30 PM GMT+1,2,1,1,3,3,1,2,0,
dogdt6,2024/11/10 11:17:24 AM GMT+1,24,Male,Avid music listener,4,No,2,4,,2024/11/10 11:50:25 AM GMT+1,ALICE,1,2,2,0,0,2,0,1,2024/11/10 12:06:30 PM GMT+1,2,1,1,3,3,1,2,0,
gr14.1,2024/11/10 11:37:02 AM GMT+1,29,Male,Avid music listener,1,No,1,2,,2024/11/10 11:54:33 AM GMT+1,VOYAGER,1,3,4,1,4,4,0,0,2024/11/10 12:20:09 PM GMT+1,2,1,2,3,1,1,3,2,
gr14.1,2024/11/10 11:37:02 AM GMT+1,29,Male,Avid music listener,1,No,1,2,,2024/11/10 12:03:17 PM GMT+1,ILLIAC,1,0,3,3,4,4,0,1,2024/11/10 12:20:09 PM GMT+1,2,1,2,3,1,1,3,2,
dogdt6,2024/11/10 11:17:24 AM GMT+1,24,Male,Avid music listener,4,No,2,4,,2024/11/10 12:05:11 PM GMT+1,CYSP,1,0,1,0,0,1,1,2,2024/11/10 12:06:30 PM GMT+1,2,1,1,3,3,1,2,0,
gr14.1,2024/11/10 11:37:02 AM GMT+1,29,Male,Avid music listener,1,No,1,2,,2024/11/10 12:10:39 PM GMT+1,ALICE,0,0,4,3,4,3,0,0,2024/11/10 12:20:09 PM GMT+1,2,1,2,3,1,1,3,2,
gr14.1,2024/11/10 11:37:02 AM GMT+1,29,Male,Avid music listener,1,No,1,2,,2024/11/10 12:18:09 PM GMT+1,CYSP,0,0,4,2,4,4,0,0,2024/11/10 12:20:09 PM GMT+1,2,1,2,3,1,1,3,2,
group8_participant4,2024/11/10 1:12:51 PM GMT+1,24,Male,Avid music listener,3,No,0,3,,2024/11/10 1:28:31 PM GMT+1,ILLIAC,4,3,0,0,0,0,1,0,2024/11/10 1:44:31 PM GMT+1,1,0,0,4,4,0,0,0,
group8_participant4,2024/11/10 1:12:51 PM GMT+1,24,Male,Avid music listener,3,No,0,3,,2024/11/10 1:34:27 PM GMT+1,CYSP,4,3,0,0,0,0,2,0,2024/11/10 1:44:31 PM GMT+1,1,0,0,4,4,0,0,0,
group8_participant4,2024/11/10 1:12:51 PM GMT+1,24,Male,Avid music listener,3,No,0,3,,2024/11/10 1:39:27 PM GMT+1,VOYAGER,4,3,0,0,0,0,2,0,2024/11/10 1:44:31 PM GMT+1,1,0,0,4,4,0,0,0,
group8_participant4,2024/11/10 1:12:51 PM GMT+1,24,Male,Avid music listener,3,No,0,3,,2024/11/10 1:43:41 PM GMT+1,ALICE,4,3,0,0,0,0,2,0,2024/11/10 1:44:31 PM GMT+1,1,0,0,4,4,0,0,0,
group8_participant5,2024/11/10 1:45:46 PM GMT+1,24,Female,Averagely interested in music,3,No,0,3,,2024/11/10 1:52:29 PM GMT+1,CYSP,3,3,0,0,0,1,4,1,2024/11/10 2:08:46 PM GMT+1,1,1,0,4,3,0,2,0,I found the drumming sound while recording quite disrupting.
group8_participant5,2024/11/10 1:45:46 PM GMT+1,24,Female,Averagely interested in music,3,No,0,3,,2024/11/10 1:56:58 PM GMT+1,ALICE,3,4,0,0,1,0,4,0,2024/11/10 2:08:46 PM GMT+1,1,1,0,4,3,0,2,0,I found the drumming sound while recording quite disrupting.
group8_participant5,2024/11/10 1:45:46 PM GMT+1,24,Female,Averagely interested in music,3,No,0,3,,2024/11/10 2:01:14 PM GMT+1,ILLIAC,4,4,0,0,1,1,4,0,2024/11/10 2:08:46 PM GMT+1,1,1,0,4,3,0,2,0,I found the drumming sound while recording quite disrupting.
group8_participant5,2024/11/10 1:45:46 PM GMT+1,24,Female,Averagely interested in music,3,No,0,3,,2024/11/10 2:06:02 PM GMT+1,VOYAGER,3,4,0,0,1,0,3,0,2024/11/10 2:08:46 PM GMT+1,1,1,0,4,3,0,2,0,I found the drumming sound while recording quite disrupting.
g4_h5,2024/11/10 2:10:14 PM GMT+1,27,Male,Averagely interested in music,2,No,0,1,,2024/11/10 2:16:33 PM GMT+1,ILLIAC,1,4,0,0,0,1,2,4,2024/11/10 2:31:59 PM GMT+1,1,1,0,4,2,0,1,0,
g4_h5,2024/11/10 2:10:14 PM GMT+1,27,Male,Averagely interested in music,2,No,0,1,,2024/11/10 2:21:50 PM GMT+1,VOYAGER,3,2,2,2,1,1,0,2,2024/11/10 2:31:59 PM GMT+1,1,1,0,4,2,0,1,0,
g4_h5,2024/11/10 2:10:14 PM GMT+1,27,Male,Averagely interested in music,2,No,0,1,,2024/11/10 2:26:35 PM GMT+1,CYSP,2,1,3,2,2,3,0,1,2024/11/10 2:31:59 PM GMT+1,1,1,0,4,2,0,1,0,
g4_h5,2024/11/10 2:10:14 PM GMT+1,27,Male,Averagely interested in music,2,No,0,1,,2024/11/10 2:31:14 PM GMT+1,ALICE,2,1,1,1,2,2,0,2,2024/11/10 2:31:59 PM GMT+1,1,1,0,4,2,0,1,0,
gr9_1011h1547,2024/11/10 3:50:51 PM GMT+1,23,Female,Averagely interested in music,3,No,0,3,,2024/11/10 4:08:49 PM GMT+1,CYSP,3,0,1,0,1,1,0,3,2024/11/10 4:36:03 PM GMT+1,1,1,0,0,1,0,2,0,
gr9_1011h1547,2024/11/10 3:50:51 PM GMT+1,23,Female,Averagely interested in music,3,No,0,3,,2024/11/10 4:18:29 PM GMT+1,ILLIAC,4,0,0,0,0,0,0,4,2024/11/10 4:36:03 PM GMT+1,1,1,0,0,1,0,2,0,
burger3,2024/11/10 4:18:42 PM GMT+1,54,Female,Averagely interested in music,3,No,1,0,,2024/11/10 4:25:55 PM GMT+1,ILLIAC,1,0,2,2,2,2,0,0,2024/11/10 4:50:01 PM GMT+1,2,0,3,0,2,2,2,2,
gr9_1011h1547,2024/11/10 3:50:51 PM GMT+1,23,Female,Averagely interested in music,3,No,0,3,,2024/11/10 4:27:59 PM GMT+1,ALICE,3,0,0,0,0,0,0,4,2024/11/10 4:36:03 PM GMT+1,1,1,0,0,1,0,2,0,
grp3_c,2024/11/10 4:24:02 PM GMT+1,18,Male,Avid music listener,2,No,1,2,,2024/11/10 4:31:09 PM GMT+1,voyager,1,0,3,2,4,3,1,2,2024/11/10 4:51:47 PM GMT+1,2,1,3,1,1,3,4,4,
burger3,2024/11/10 4:18:42 PM GMT+1,54,Female,Averagely interested in music,3,No,1,0,,2024/11/10 4:33:38 PM GMT+1,VOYAGER,1,0,2,2,2,2,0,0,2024/11/10 4:50:01 PM GMT+1,2,0,3,0,2,2,2,2,
gr9_1011h1547,2024/11/10 3:50:51 PM GMT+1,23,Female,Averagely interested in music,3,No,0,3,,2024/11/10 4:34:50 PM GMT+1,VOYAGER,3,0,1,1,0,0,0,4,2024/11/10 4:36:03 PM GMT+1,1,1,0,0,1,0,2,0,
grp3_c,2024/11/10 4:24:02 PM GMT+1,18,Male,Avid music listener,2,No,1,2,,2024/11/10 4:36:43 PM GMT+1,cysp,2,0,3,1,3,2,0,3,2024/11/10 4:51:47 PM GMT+1,2,1,3,1,1,3,4,4,
dogdt1,2024/11/06 7:53:46 PM GMT+1,23,Female,Avid music listener,3,No,0,1,,2024/11/10 4:37:48 PM GMT+1,CYSP,1,1,2,3,1,3,1,1,2024/11/10 4:52:08 PM GMT+1,2,3,3,3,3,1,2,2,
burger3,2024/11/10 4:18:42 PM GMT+1,54,Female,Averagely interested in music,3,No,1,0,,2024/11/10 4:40:31 PM GMT+1,ALICE,0,0,3,2,2,3,2,0,2024/11/10 4:50:01 PM GMT+1,2,0,3,0,2,2,2,2,
grp3_c,2024/11/10 4:24:02 PM GMT+1,18,Male,Avid music listener,2,No,1,2,,2024/11/10 4:42:34 PM GMT+1,illiac,1,0,2,3,3,1,0,2,2024/11/10 4:51:47 PM GMT+1,2,1,3,1,1,3,4,4,
burger3,2024/11/10 4:18:42 PM GMT+1,54,Female,Averagely interested in music,3,No,1,0,,2024/11/10 4:47:49 PM GMT+1,CYSP,0,0,3,2,2,3,2,0,2024/11/10 4:50:01 PM GMT+1,2,0,3,0,2,2,2,2,
grp3_c,2024/11/10 4:24:02 PM GMT+1,18,Male,Avid music listener,2,No,1,2,,2024/11/10 4:50:03 PM GMT+1,Alice,1,0,2,3,3,2,0,3,2024/11/10 4:51:47 PM GMT+1,2,1,3,1,1,3,4,4,
dogdt1,2024/11/06 7:53:46 PM GMT+1,23,Female,Avid music listener,3,No,0,1,,2024/11/10 4:50:12 PM GMT+1,VOYAGER,2,1,2,3,3,2,1,2,2024/11/10 4:52:08 PM GMT+1,2,3,3,3,3,1,2,2,
g4_i2,2024/11/10 5:01:24 PM GMT+1,33,Male,Averagely interested in music,2,No,1,1,,2024/11/10 5:06:47 PM GMT+1,CYSP,2,0,1,3,2,2,0,1,2024/11/10 5:19:36 PM GMT+1,1,1,2,3,2,2,3,1,
g4_i2,2024/11/10 5:01:24 PM GMT+1,33,Male,Averagely interested in music,2,No,1,1,,2024/11/10 5:11:11 PM GMT+1,VOYAGER,3,3,1,1,0,0,1,2,2024/11/10 5:19:36 PM GMT+1,1,1,2,3,2,2,3,1,
GR13_Grønnsak,2024/11/10 5:04:42 PM GMT+1,29,Female,Averagely interested in music,3,No,0,1,,2024/11/10 5:11:15 PM GMT+1,cysp,0,0,2,1,2,3,2,0,2024/11/10 5:24:14 PM GMT+1,2,2,3,2,2,3,3,2,
g4_i2,2024/11/10 5:01:24 PM GMT+1,33,Male,Averagely interested in music,2,No,1,1,,2024/11/10 5:14:59 PM GMT+1,ILLIAC,3,4,1,1,0,0,1,1,2024/11/10 5:19:36 PM GMT+1,1,1,2,3,2,2,3,1,
GR13_Grønnsak,2024/11/10 5:04:42 PM GMT+1,29,Female,Averagely interested in music,3,No,0,1,,2024/11/10 5:16:02 PM GMT+1,voyager,0,1,2,1,2,2,1,0,2024/11/10 5:24:14 PM GMT+1,2,2,3,2,2,3,3,2,
g4_i2,2024/11/10 5:01:24 PM GMT+1,33,Male,Averagely interested in music,2,No,1,1,,2024/11/10 5:18:47 PM GMT+1,ALICE,2,2,2,2,1,2,0,0,2024/11/10 5:19:36 PM GMT+1,1,1,2,3,2,2,3,1,
GR13_Grønnsak,2024/11/10 5:04:42 PM GMT+1,29,Female,Averagely interested in music,3,No,0,1,,2024/11/10 5:20:06 PM GMT+1,alice,0,0,3,1,2,3,1,0,2024/11/10 5:24:14 PM GMT+1,2,2,3,2,2,3,3,2,
GR13_Grønnsak,2024/11/10 5:04:42 PM GMT+1,29,Female,Averagely interested in music,3,No,0,1,,2024/11/10 5:25:26 PM GMT+1,ILLIAC,1,1,2,1,1,2,1,0,2024/11/10 5:24:14 PM GMT+1,2,2,3,2,2,3,3,2,
gr9_1011h1713,2024/11/10 5:16:40 PM GMT+1,24,Female,Avid music listener,3,No,0,2,,2024/11/10 5:28:49 PM GMT+1,ALICE,0,0,3,2,3,4,0,0,2024/11/10 5:58:42 PM GMT+1,3,2,3,3,1,4,3,4,
gr9_1011h1713,2024/11/10 5:16:40 PM GMT+1,24,Female,Avid music listener,3,No,0,2,,2024/11/10 5:37:59 PM GMT+1,Illiac,3,2,1,0,1,3,2,0,2024/11/10 5:58:42 PM GMT+1,3,2,3,3,1,4,3,4,
La Cola,2024/11/10 5:34:44 PM GMT+1,23,Male,Averagely interested in music,2,No,1,3,,2024/11/10 5:41:13 PM GMT+1,CYSP,4,4,2,0,0,3,2,2,2024/11/10 5:58:39 PM GMT+1,1,0,0,4,4,1,2,0,
gr9_1011h1713,2024/11/10 5:16:40 PM GMT+1,24,Female,Avid music listener,3,No,0,2,,2024/11/10 5:45:50 PM GMT+1,Cysp,0,0,4,4,4,4,0,0,2024/11/10 5:58:42 PM GMT+1,3,2,3,3,1,4,3,4,
La Cola,2024/11/10 5:34:44 PM GMT+1,23,Male,Averagely interested in music,2,No,1,3,,2024/11/10 5:47:27 PM GMT+1,VOYAGER,3,4,0,0,0,3,2,3,2024/11/10 5:58:39 PM GMT+1,1,0,0,4,4,1,2,0,
La Cola,2024/11/10 5:34:44 PM GMT+1,23,Male,Averagely interested in music,2,No,1,3,,2024/11/10 5:52:38 PM GMT+1,ALICE,4,4,1,0,0,3,3,4,2024/11/10 5:58:39 PM GMT+1,1,0,0,4,4,1,2,0,
gr9_1011h1713,2024/11/10 5:16:40 PM GMT+1,24,Female,Avid music listener,3,No,0,2,,2024/11/10 5:56:57 PM GMT+1,voyager,0,1,4,4,3,4,0,0,2024/11/10 5:58:42 PM GMT+1,3,2,3,3,1,4,3,4,
